"","id","score","H_-5","tau_-5","alpha_-5","R2_-5","f_alpha_-5","H_-4","tau_-4","alpha_-4","R2_-4","f_alpha_-4","H_-3","tau_-3","alpha_-3","R2_-3","f_alpha_-3","H_-2","tau_-2","alpha_-2","R2_-2","f_alpha_-2","H_-1","tau_-1","alpha_-1","R2_-1","f_alpha_-1","H_0","tau_0","alpha_0","R2_0","f_alpha_0","H_1","tau_1","alpha_1","R2_1","f_alpha_1","H_2","tau_2","alpha_2","R2_2","f_alpha_2","H_3","tau_3","alpha_3","R2_3","f_alpha_3","H_4","tau_4","alpha_4","R2_4","f_alpha_4","H_5","tau_5","R2_5","Hmax","Hmin","alphamax","alphamin","dH","dalpha","total_words"
"11","00e713bd",4.5,1.66871704199778,-9.34358520998892,1.86875638355076,0.755580490362718,-0.000196707764880344,1.61870720660954,-7.47482882643816,1.85187301813218,0.754201280929827,0.0673367539094318,1.54098526943533,-5.62295580830598,1.80818541521028,0.757957760847462,0.198399562675146,1.40738519654785,-3.8147703930957,1.66630559804017,0.787361967861026,0.482159197015358,1.14846479505553,-2.14846479505553,1.14846479505553,0.929369998889371,1,0.931260717578021,-1,0.750421183892024,0.993822531376568,1,0.750421183892024,-0.249578816107976,0.236647995695741,0.991968338647818,0.486226811803717,0.493534589793882,-0.0129308204122353,-0.00314209135993904,0.947218641107471,0.00664663769235718,0.327975696075942,-0.0160729117721743,-0.0260154963297446,0.823218753172169,-0.0619735772170596,0.23947789797452,-0.0420884081019189,-0.0256211682119586,0.669157707126615,-0.0603962647459154,0.186458084737224,-0.0677095763138775,0.527735465242692,1.66871704199778,0.186458084737224,1.86875638355076,-0.0260154963297446,1.48225895726056,1.8947718798805,418
"12","00f0737e",2.5,2.4078001441513,-13.0390007207565,2.84126308779972,0.852410975287994,-1.16731471824208,2.2994344082392,-10.1977376329568,2.86710655366667,0.853600878068856,-1.27068858170991,2.11021035976337,-7.33063107929011,2.85418203762187,0.859720257765354,-1.23191503357549,1.73822452083412,-4.47644904166824,2.34602359950846,0.88279457906363,-0.215598157348666,1.13042544215979,-2.13042544215979,1.13042544215979,0.953087129520867,1,0.800077912990346,-1,0.683083459820049,0.986675779096904,1,0.683083459820049,-0.316916540179951,0.493539520631185,0.986926207001648,0.810456060811136,0.588311490225617,0.176622980451234,0.339258581378314,0.979617354008414,0.501894182305393,0.505293853943183,0.515881561829548,0.256292057352433,0.961295781556724,0.25299461022775,0.443043404795495,0.772173619181981,0.226180134794866,0.930302783435816,0.132546919997483,0.399670750795369,0.998353753976847,0.891049210882121,2.4078001441513,0.399670750795369,2.86710655366667,0.226180134794866,2.00812939335593,2.64092641887181,192
"13","00f8e84c",4.5,2.77210132835493,-14.8605066417746,2.82578464752457,0.603962019171034,0.731583404151806,2.75868049856252,-12.0347219942501,2.84786255144837,0.608446419193012,0.643271788456595,2.72895314760057,-9.18685944280171,2.90479791359866,0.616920774397243,0.472465702005726,2.64103076460152,-6.28206152920305,2.99918498034153,0.636440657957365,0.283691568519981,2.28287654886151,-3.28287654886151,2.28287654886151,0.712369497552289,1,1.21608384200698,-1,0.720677200603371,0.982264173721949,1,0.720677200603371,-0.279322799396629,0.271707360174612,0.991576559709812,0.551030159571241,0.496192280388992,-0.00761543922201624,0.0805229316286959,0.977952023657719,0.168661302479408,0.357635830802227,0.0729074924066797,-0.011143751994606,0.947889003325149,-0.106338748390498,0.265440935103018,0.0617637404120737,-0.05106691912689,0.894156271276922,-0.266031416919634,0.202139364257037,0.0106968212851837,0.813216223631904,2.77210132835493,0.202139364257037,2.99918498034153,-0.05106691912689,2.56996196409789,3.05025189946842,427
"14","00fc9a6a",3.5,1.29733300061362,-7.48666500306812,1.38323849693503,0.921730812064207,0.570472518392954,1.27585662653327,-6.10342650613309,1.35947849626946,0.929742144673631,0.665512521055263,1.24798266995454,-4.74394800986363,1.32423890193533,0.942678235583403,0.771231304057648,1.20985455396415,-3.4197091079283,1.27436067893741,0.961308115680951,0.870987750053493,1.1453484289909,-2.1453484289909,1.1453484289909,0.980073420652202,1,0.987302924766637,-1,0.719969808121177,0.98718965822711,1,0.719969808121177,-0.280030191878823,0.324214538758558,0.981111666491797,0.60424473063738,0.522092173439868,0.0441843468797352,0.210255468653279,0.968239476850271,0.376326590426823,0.418146605177671,0.254439815533014,0.184545018294303,0.94963001808517,0.299195239349896,0.359746208456829,0.438984833827317,0.174544017097304,0.92804217154765,0.259191234561899,0.322705770184924,0.613528850924622,0.906504248603312,1.29733300061362,0.322705770184924,1.38323849693503,0.174544017097304,0.9746272304287,1.20869447983773,193
"15","0144e4d5",2.5,1.64642870871495,-9.23214354357473,1.71178945850208,0.534696565701919,0.673196251064352,1.63008852126816,-7.52035408507265,1.72213902216831,0.54913736785852,0.631797996399411,1.59940502096811,-5.79821506290434,1.75576312471832,0.576237822790828,0.530925688749389,1.52122596909301,-4.04245193818603,1.76753943113505,0.635494725244567,0.507373075915932,1.27491250705098,-2.27491250705098,1.27491250705098,0.822347009543268,1,0.952920275211744,-1,0.716828768057787,0.979782663334588,1,0.716828768057787,-0.283171231942213,0.348389705631997,0.988776222221674,0.63156093757421,0.532609236844892,0.0652184736897838,0.194889532025778,0.984364279574432,0.324560590361772,0.420036001905187,0.260108005715562,0.157994015367413,0.967525878984134,0.213874040386678,0.354525505270744,0.418102021082975,0.155223910399867,0.941629149466202,0.202793620516494,0.314665186296568,0.573325931482842,0.912210418448536,1.64642870871495,0.314665186296568,1.76753943113505,0.155223910399867,1.33176352241838,1.61231552073518,198
"16","014e7ae9",5,1.55190881944053,-8.75954409720265,1.67971498756981,0.954660037181005,0.360969159353605,1.51995727740821,-7.07982910963284,1.6499643684469,0.956809702996524,0.479971635845239,1.47662158039531,-5.42986474118594,1.60670838400675,0.961435153553547,0.609739589165691,1.4115781785896,-3.82315635717919,1.53651327735794,0.970618725142583,0.750129802463305,1.28664307982125,-2.28664307982125,1.28664307982125,0.982994059193992,1,1.02913997505083,-1,0.731202545945843,0.987362506073982,1,0.731202545945843,-0.268797454054157,0.381597631915102,0.984948093218409,0.650395085969258,0.556400088930473,0.112800177860945,0.305362945091626,0.974364764590612,0.497925712322307,0.47272104098419,0.418163122952571,0.303588516535467,0.949788311389686,0.49260242665383,0.43043790987201,0.721751639488039,0.307238956186063,0.914414562629474,0.507204185256213,0.40579811913482,1.0289905956741,0.876674170980638,1.55190881944053,0.40579811913482,1.67971498756981,0.303588516535467,1.14611070030571,1.37612647103434,337
"17","015aa732",5,1.42894100320225,-8.14470501601124,1.58245562766622,0.953073331154592,0.23242687768012,1.39056234708625,-6.56224938834501,1.55862256228475,0.956752239502452,0.327759139206031,1.33454227535342,-5.00362682606027,1.50743365372182,0.96265274649598,0.481325864894809,1.24809658616922,-3.49619317233845,1.38497827622681,0.970739841913662,0.726236619884831,1.11121489611164,-2.11121489611164,1.11121489611164,0.979317183945321,1,0.911373383377846,-1,0.68684808118383,0.986842802755771,1,0.68684808118383,-0.31315191881617,0.230529254078771,0.991223812044542,0.543681172894941,0.458688667631301,-0.0826226647373985,-0.0379967963003865,0.970753750686569,0.00662907213662545,0.293126846320738,-0.120619461037785,-0.0818048109348469,0.892555454048858,-0.124794971766756,0.199393932006842,-0.202424271972632,-0.0763105483610047,0.766329423437481,-0.102817921471387,0.144253035933273,-0.278734820333637,0.619709303203388,1.42894100320225,0.144253035933273,1.58245562766622,-0.0818048109348469,1.28468796726898,1.66426043860107,355
"18","0178a105",3,4.75036448429502,-24.7518224214751,5.0324858518219,0.765843955634041,-0.41060683763444,4.67983414241329,-19.7193365696532,5.07842243632508,0.765358167077434,-0.594353175647136,4.54697137777603,-14.6409141333281,5.1716326792555,0.764925053869704,-0.873983904438401,4.2346407270363,-9.4692814540726,5.29704801379942,0.76542146526593,-1.12481457352624,3.17223344027318,-4.17223344027318,3.17223344027318,0.780554756193491,1,1.09454466433839,-1,0.726555705204822,0.971866419902892,1,0.726555705204822,-0.273444294795178,0.308639202736415,0.980938546667392,0.582083497531592,0.517597453970619,0.0351949079412375,0.126580052320987,0.981079368519544,0.217965196700737,0.387258320087408,0.161774960262225,0.0459850687159227,0.971546913228785,-0.0238197541144569,0.301940007244537,0.207760028978148,0.0102748150128571,0.941023209315326,-0.166660768926719,0.243606968798201,0.218034843991005,0.886193111377876,4.75036448429502,0.243606968798201,5.29704801379942,0.0102748150128571,4.50675751549681,5.28677319878656,216
"19","0182aa1c",4,1.35331080357831,-7.76655401789154,1.57054857118697,0.9378090683106,-0.0861888380433014,1.29900136167614,-6.19600544670457,1.5396717585066,0.940906989427207,0.0373184126781583,1.21877789606599,-4.65633368819797,1.45775733304441,0.944385592242803,0.28306168906474,1.09928817757678,-3.19857635515356,1.2638106179015,0.948911258453377,0.670955119350563,0.934765737252061,-1.93476573725206,0.934765737252061,0.958770148498076,1,0.755099319432682,-1,0.60531881623233,0.973338981089622,1,0.60531881623233,-0.39468118376767,0.377957223514186,0.978336530980741,0.772638407281855,0.491638019873258,-0.0167239602534839,0.238138614662119,0.968483328268667,0.493001189577722,0.407138218136212,0.221414654408635,0.162139541091192,0.947317389108962,0.265003968864942,0.345888548874957,0.383554195499827,0.124180367482156,0.920190283990734,0.113167274428797,0.301546912596397,0.507734562981984,0.891019878187015,1.35331080357831,0.301546912596397,1.57054857118697,0.124180367482156,1.05176389098191,1.44636820370481,286
"20","0190ff4c",4,1.74682192429336,-9.73410962146679,1.97487717927983,0.87245565340105,-0.14027627493236,1.68980811054674,-7.75923244218696,1.95505783980191,0.878918075733722,-0.0609989170206893,1.60139153412835,-5.80417460238505,1.89117119125769,0.890389824061371,0.130661028611973,1.45650170556368,-3.91300341112736,1.6852610858141,0.909368907890236,0.542481239499162,1.22774232531326,-2.22774232531326,1.22774232531326,0.932543687532848,1,0.938262973858276,-1,0.670525889123317,0.949655443791546,1,0.670525889123317,-0.329474110876683,0.290691182454285,0.955557558847082,0.620165293330968,0.480608535788801,-0.0387829284223982,0.121067063844403,0.926104358595616,0.280917056111205,0.360761378474002,0.0822841354220052,0.057677624382545,0.853352505332335,0.0907487377256297,0.284990439951138,0.13996175980455,0.0345872993845839,0.756253288533762,-0.00161256226621442,0.234909811837827,0.174549059189134,0.656088583303902,1.74682192429336,0.234909811837827,1.97487717927983,0.0345872993845839,1.51191211245553,1.94028987989525,218
"21","01963e20",4.5,1.20672479095687,-7.03362395478435,1.36789353574895,0.733667612175489,0.194156276039593,1.16643260475885,-5.6657304190354,1.34413228425415,0.740404141745891,0.289201282018791,1.10719937826042,-4.32159813478125,1.30413288845338,0.761464300936759,0.40919946942112,1.00873262316394,-3.01746524632787,1.16451871478928,0.828533733211396,0.688427816749317,0.852946531538594,-1.85294653153859,0.852946531538594,0.967828411958915,1,0.791836230534234,-1,0.795014725064868,0.991924627708543,1,0.795014725064868,-0.204985274935132,0.523514636687121,0.969400104061873,0.728499911622253,0.659264680875994,0.318529361751989,0.268691019491962,0.815318192571899,0.218852677231935,0.52907346041465,0.58722038124395,0.216190770002256,0.688315116712576,0.0613519287628164,0.450852787811552,0.803411151246206,0.205849923425928,0.605545953855963,0.0199885424575064,0.401852214934427,1.00926107467213,0.545828425286299,1.20672479095687,0.401852214934427,1.36789353574895,0.205849923425928,0.804872576022443,1.16204361232302,313
"22","019737b6",3.5,3.89547909700852,-20.4773954850426,4.08949433774749,0.845896086277555,0.0299237963051553,3.84697528682378,-16.3879011472951,4.12700239801415,0.846199578836105,-0.120108444761478,3.75363291642699,-12.260898749281,4.1770050575949,0.847536194483254,-0.270116423503744,3.54194684584303,-8.08389369168606,4.21168412094491,0.853577855220708,-0.339474550203752,2.87220957074115,-3.87220957074115,2.87220957074115,0.890510935294904,1,1.19855568849902,-1,0.863564457595204,0.984007424867739,1,0.863564457595204,-0.136435542404796,0.317617915298763,0.986395902581227,0.454053457703559,0.590591186446983,0.181182372893967,0.105939437175824,0.772151646876154,0.030696501457681,0.429040603356597,0.28712181006979,0.103109652816848,0.485756269890065,0.0222071483807544,0.34755786572166,0.390231462886639,0.104061268253554,0.329410718953354,0.0260136101275756,0.298858546228038,0.494292731140192,0.244837101801757,3.89547909700852,0.298858546228038,4.21168412094491,0.103109652816848,3.59662055078048,4.10857446812806,479
"23","01992d32",4,2.04635456128085,-11.2317728064043,2.31909173035092,0.684965316376602,-0.363685845350354,1.97817026901334,-8.91268107605335,2.29460846198466,0.67784095136051,-0.265752771885282,1.87269087135623,-6.61807261406869,2.23205564006443,0.670360292567242,-0.0780943061246138,1.69300848700213,-4.38601697400425,2.05069441518857,0.671681521920852,0.284628143627124,1.33532255881569,-2.33532255881569,1.33532255881569,0.782424479731743,1,0.921673612868203,-1,0.7143359318476,0.96128211571953,1,0.7143359318476,-0.2856640681524,-0.00578886235610954,0.787421397514148,0.27987520579629,0.354273534745745,-0.291452930508509,-0.227033572270377,0.269375230249195,-0.162614214032244,0.160504499073705,-0.518486502778886,-0.215664645419277,0.0573538365803812,-0.128507433478946,0.0664622129504592,-0.734151148198163,-0.204049544096581,0.00970277993096305,-0.0820470281881622,0.0123598615410511,-0.938200692294745,0.000331504119188756,2.04635456128085,0.0123598615410511,2.31909173035092,-0.227033572270377,2.0339946997398,2.5461253026213,413
"24","01c359fc",3.5,0.913887447491888,-5.56943723745944,0.908340598751976,0.94451400504808,1.02773424369956,0.915274159676866,-4.66109663870746,0.885384654101941,0.953653183657084,1.1195580222997,0.925237328201841,-3.77571198460552,0.869187112771324,0.965862156461776,1.16815064629155,0.9532624359171,-2.9065248718342,0.896073817157104,0.980067426449475,1.11437723751999,1.0104510546771,-2.0104510546771,1.0104510546771,0.991475538726917,1,1.04605372193415,-1,0.810866174936688,0.98868071336636,1,0.810866174936688,-0.189133825063312,0.144860743970794,0.924536716724328,0.333994569034106,0.477863459453741,-0.044273081092518,-0.0601192641007325,0.628171990229061,-0.075965447108947,0.298535884935583,-0.104392345193251,-0.0856727892910264,0.307043801878349,-0.152626022679829,0.202483716378931,-0.190065134484277,-0.0867068091588601,0.145702261474573,-0.156762102151163,0.144645611271373,-0.276771943643137,0.0735654750835601,1.04605372193415,0.144645611271373,1.0104510546771,-0.0867068091588601,0.901408110662782,1.09715786383596,345
"25","01d0ba4b",1.5,1.06112077354301,-6.30560386771503,1.14804111762434,0.905121071089402,0.565398279593316,1.03939068752267,-5.15756275009069,1.09581416910065,0.914160800224159,0.774306073688104,1.02058286033001,-4.06174858099004,1.02686620290882,0.925424369787888,0.981149972263568,1.01744118904061,-3.03488237808122,0.971303212231505,0.939117248372337,1.09227595361821,1.06357916584971,-2.06357916584971,1.06357916584971,0.955954052411332,1,1.20201145415146,-1,0.986591343045671,0.981841748394278,1,0.986591343045671,-0.013408656954329,0.22549049420454,0.965941560951192,0.238899151158869,0.606040918625106,0.212081837250211,0.0946672120343353,0.821062944848139,-0.0227474131815408,0.435583016428182,0.306749049284547,0.0857749525654676,0.670574132475963,-0.0494241915881437,0.348131000462504,0.392524001850014,0.0843859369178812,0.555520910667313,-0.0549802541784894,0.295381987753579,0.476909938767895,0.469508518740056,1.20201145415146,0.295381987753579,1.14804111762434,0.0843859369178812,0.906629466397885,1.06365518070646,167
"26","01d602a7",4.5,2.4381148349733,-13.1905741748665,2.62299290770031,0.557355366649964,0.0756096363649483,2.39189531679154,-10.5675812671662,2.61894510952745,0.558490718807254,0.0918008290563641,2.31621205254624,-7.94863615763873,2.6184318017183,0.564200945255581,0.0933407524838179,2.16510217796021,-5.33020435592042,2.62503558989403,0.586343527438321,0.0801331761323691,1.7051687660264,-2.7051687660264,1.7051687660264,0.713235977453506,1,1.0934998255413,-1,0.966083268787323,0.988195577366815,1,0.966083268787323,-0.0339167312126769,0.33918947504826,0.956868372353919,0.373106206260937,0.652636371917791,0.305272743835583,0.179029937751461,0.751611462013167,0.0527871316673383,0.494767560529014,0.484302681587043,0.159620775591842,0.598284637967622,-0.00544035481151828,0.410980864294721,0.643923457178885,0.156037727747115,0.500119719752129,-0.0197725461904252,0.3599922369852,0.799961184926,0.432523942004812,2.4381148349733,0.3599922369852,2.62503558989403,0.156037727747115,2.0781225979881,2.46899786214691,351
"27","0249a095",5,3.4061625033013,-18.0308125165065,3.71735829185162,0.818252030675994,-0.55597894275158,3.32836355616372,-14.3134542246549,3.72666208251755,0.818345086158791,-0.593194105415293,3.19559738071245,-10.5867921421373,3.73472893386184,0.820183468209585,-0.617394659448181,2.92603160413775,-6.8520632082755,3.67108497644322,0.828702102531206,-0.490106744610937,2.18097823183228,-3.18097823183228,2.18097823183228,0.877077241011485,1,1.07262163371025,-1,0.909509119044589,0.991339510487931,1,0.909509119044589,-0.0904908809554111,0.544139210841538,0.988394399244453,0.634630091796949,0.726824164943063,0.453648329886127,0.33257862684879,0.972177061084885,0.211508923811453,0.595408985578306,0.786226956734917,0.292062718837715,0.951752519096455,0.0899611997782275,0.519572418893158,1.07828967557263,0.279846742030174,0.933103054951229,0.0410972925480655,0.471627283520561,1.35813641760281,0.917391083222815,3.4061625033013,0.471627283520561,3.73472893386184,0.279846742030174,2.93453521978074,3.45488219183167,500
